# Elements:
C	C(13)	H	H+	N	O	O(18)	S
	C					O	
12	13.003355	1.007825	1.007276	14.003074	15.994915	17.99916	31.97207

# Masses:
C	C(13)	H	H+	N	O	O(18)	S	Mass	Name
9	0	9	1	1	12	0	0	324.019755	C9H9NO12 H+ 
14	0	13	1	1	8	0	0	324.071395	C14H13NO8 H+ 
15	0	17	1	1	7	0	0	324.10778	C15H17NO7 H+ 
16	0	21	1	1	6	0	0	324.144165	C16H21NO6 H+ 
21	0	25	1	1	2	0	0	324.195805	C21H25NO2 H+ 
16	0	37	1	1	5	0	0	324.27445	C16H37NO5 H+ 
21	0	41	1	1	1	0	0	324.32609	C21H41NO H+ 
0	0	0	0	0	0	0	0	324.370636	 
14	0	12	1	0	9	0	0	325.055411	C14H12O9 H+ 
15	0	16	1	0	8	0	0	325.091796	C15H16O8 H+ 
16	0	20	1	0	7	0	0	325.128181	C16H20O7 H+ 
17	0	24	1	0	6	0	0	325.164566	C17H24O6 H+ 
22	0	28	1	0	2	0	0	325.216206	C22H28O2 H+ 
0	0	0	0	0	0	0	0	325.2876587	 
21	0	40	1	0	2	0	0	325.310106	C21H40O2 H+ 
22	0	44	1	0	1	0	0	325.346491	C22H44O H+ 
18	0	15	1	1	5	0	0	326.1023	C18H15NO5 H+ 
13	0	27	1	1	8	0	0	326.180945	C13H27NO8 H+ 
15	0	35	1	1	6	0	0	326.253715	C15H35NO6 H+ 
16	0	39	1	1	5	0	0	326.2901	C16H39NO5 H+ 
21	0	43	1	1	1	0	0	326.34174	C21H43NO H+ 
19	0	51	1	1	2	0	0	326.399255	C19H51NO2 H+ 
0	0	0	0	0	0	0	0	327.0063171	 
0	0	0	0	0	0	0	0	327.0779724	 
16	0	22	1	0	7	0	0	327.143831	C16H22O7 H+ 
14	0	30	1	0	8	0	0	327.201346	C14H30O8 H+ 
19	0	34	1	0	4	0	0	327.252986	C19H34O4 H+ 
20	0	38	1	0	3	0	0	327.289371	C20H38O3 H+ 
17	0	42	1	0	5	0	0	327.310501	C17H42O5 H+ 
22	0	46	1	0	1	0	0	327.362141	C22H46O H+ 
13	0	13	1	1	9	0	0	328.06631	C13H13NO9 H+ 
14	0	17	1	1	8	0	0	328.102695	C14H17NO8 H+ 
19	0	21	1	1	4	0	0	328.154335	C19H21NO4 H+ 
17	0	29	1	1	5	0	0	328.21185	C17H29NO5 H+ 
16	0	41	1	1	5	0	0	328.30575	C16H41NO5 H+ 
20	0	41	1	1	2	0	0	328.321005	C20H41NO2 H+ 
18	0	49	1	1	3	0	0	328.37852	C18H49NO3 H+ 
0	0	0	0	0	0	0	0	329.0049438	 
13	0	12	1	0	10	0	0	329.050326	C13H12O10 H+ 
21	0	12	1	0	4	0	0	329.080836	C21H12O4 H+ 
11	0	20	1	0	11	0	0	329.107841	C11H20O11 H+ 
19	0	20	1	0	5	0	0	329.138351	C19H20O5 H+ 
13	0	28	1	0	9	0	0	329.180611	C13H28O9 H+ 
18	0	32	1	0	5	0	0	329.232251	C18H32O5 H+ 
15	0	36	1	0	7	0	0	329.253381	C15H36O7 H+ 
17	0	44	1	0	5	0	0	329.326151	C17H44O5 H+ 
11	0	7	1	1	11	0	0	330.00919	C11H7NO11 H+ 
12	0	11	1	1	10	0	0	330.045575	C12H11NO10 H+ 
14	0	19	1	1	8	0	0	330.118345	C14H19NO8 H+ 
15	0	23	1	1	7	0	0	330.15473	C15H23NO7 H+ 
17	0	31	1	1	5	0	0	330.2275	C17H31NO5 H+ 
16	0	43	1	1	5	0	0	330.3214	C16H43NO5 H+ 
20	0	43	1	1	2	0	0	330.336655	C20H43NO2 H+ 
15	0	6	1	0	9	0	0	331.008461	C15H6O9 H+ 
16	0	10	1	0	8	0	0	331.044846	C16H10O8 H+ 
20	0	10	1	0	5	0	0	331.060101	C20H10O5 H+ 
21	0	14	1	0	4	0	0	331.096486	C21H14O4 H+ 
22	0	18	1	0	3	0	0	331.132871	C22H18O3 H+ 
17	0	30	1	0	6	0	0	331.211516	C17H30O6 H+ 
18	0	34	1	0	5	0	0	331.247901	C18H34O5 H+ 
19	0	38	1	0	4	0	0	331.284286	C19H38O4 H+ 
0	0	0	0	0	0	0	0	331.3356628	 
15	0	9	1	1	8	0	0	332.040095	C15H9NO8 H+ 
10	0	21	1	1	11	0	0	332.11874	C10H21NO11 H+ 
15	0	25	1	1	7	0	0	332.17038	C15H25NO7 H+ 
17	0	33	1	1	5	0	0	332.24315	C17H33NO5 H+ 
16	0	45	1	1	5	0	0	332.33705	C16H45NO5 H+ 
19	0	8	1	0	6	0	0	333.039366	C19H8O6 H+ 
20	0	12	1	0	5	0	0	333.075751	C20H12O5 H+ 
18	0	20	1	0	6	0	0	333.133266	C18H20O6 H+ 
19	0	24	1	0	5	0	0	333.169651	C19H24O5 H+ 
20	0	28	1	0	4	0	0	333.206036	C20H28O4 H+ 
18	0	36	1	0	5	0	0	333.263551	C18H36O5 H+ 
19	0	40	1	0	4	0	0	333.299936	C19H40O4 H+ 
0	0	0	0	0	0	0	0	333.3513794	 
17	0	19	1	1	6	0	0	334.128515	C17H19NO6 H+ 
16	0	31	1	1	6	0	0	334.222415	C16H31NO6 H+ 
13	0	35	1	1	8	0	0	334.243545	C13H35NO8 H+ 
14	0	39	1	1	7	0	0	334.27993	C14H39NO7 H+ 
0	0	0	0	0	0	0	0	334.3557129	 
0	0	0	0	0	0	0	0	335.0674744	 
21	0	18	1	0	4	0	0	335.127786	C21H18O4 H+ 
19	0	26	1	0	5	0	0	335.185301	C19H26O5 H+ 
20	0	30	1	0	4	0	0	335.221686	C20H30O4 H+ 
21	0	34	1	0	3	0	0	335.258071	C21H34O3 H+ 
18	0	38	1	0	5	0	0	335.279201	C18H38O5 H+ 
0	0	0	0	0	0	0	0	335.3303833	 
0	0	0	0	0	0	0	0	335.3640747	 
15	0	13	1	1	8	0	0	336.071395	C15H13NO8 H+ 
9	0	21	1	1	12	0	0	336.113655	C9H21NO12 H+ 
18	0	25	1	1	5	0	0	336.18055	C18H25NO5 H+ 
12	0	33	1	1	9	0	0	336.22281	C12H33NO9 H+ 
17	0	37	1	1	5	0	0	336.27445	C17H37NO5 H+ 
21	0	37	1	1	2	0	0	336.289705	C21H37NO2 H+ 
22	0	41	1	1	1	0	0	336.32609	C22H41NO H+ 
0	0	0	0	0	0	0	0	336.3692017	 
19	0	12	1	0	6	0	0	337.070666	C19H12O6 H+ 
14	0	24	1	0	9	0	0	337.149311	C14H24O9 H+ 
19	0	28	1	0	5	0	0	337.200951	C19H28O5 H+ 
20	0	32	1	0	4	0	0	337.237336	C20H32O4 H+ 
0	0	0	0	0	0	0	0	337.2900696	 
19	0	44	1	0	4	0	0	337.331236	C19H44O4 H+ 
0	0	0	0	0	0	0	0	337.3821411	 
17	0	39	1	1	5	0	0	338.2901	C17H39NO5 H+ 
18	0	43	1	1	4	0	0	338.326485	C18H43NO4 H+ 
0	0	0	0	0	0	0	0	338.3857422	 
22	0	10	1	0	4	0	0	339.065186	C22H10O4 H+ 
17	0	22	1	0	7	0	0	339.143831	C17H22O7 H+ 
15	0	30	1	0	8	0	0	339.201346	C15H30O8 H+ 
18	0	42	1	0	5	0	0	339.310501	C18H42O5 H+ 
0	0	0	0	0	0	0	0	339.3660889	 
13	0	9	1	1	10	0	0	340.029925	C13H9NO10 H+ 
12	0	21	1	1	10	0	0	340.123825	C12H21NO10 H+ 
11	0	33	1	1	10	0	0	340.217725	C11H33NO10 H+ 
17	0	41	1	1	5	0	0	340.30575	C17H41NO5 H+ 
22	0	45	1	1	1	0	0	340.35739	C22H45NO H+ 
19	0	49	1	1	3	0	0	340.37852	C19H49NO3 H+ 
17	0	8	1	0	8	0	0	341.029196	C17H8O8 H+ 
15	0	16	1	0	9	0	0	341.086711	C15H16O9 H+ 
17	0	24	1	0	7	0	0	341.159481	C17H24O7 H+ 
15	0	32	1	0	8	0	0	341.216996	C15H32O8 H+ 
20	0	36	1	0	4	0	0	341.268636	C20H36O4 H+ 
18	0	44	1	0	5	0	0	341.326151	C18H44O5 H+ 
16	0	7	1	1	8	0	0	342.024445	C16H7NO8 H+ 
22	0	15	1	1	3	0	0	342.11247	C22H15NO3 H+ 
16	0	23	1	1	7	0	0	342.15473	C16H23NO7 H+ 
14	0	31	1	1	8	0	0	342.212245	C14H31NO8 H+ 
22	0	31	1	1	2	0	0	342.242755	C22H31NO2 H+ 
17	0	43	1	1	5	0	0	342.3214	C17H43NO5 H+ 
21	0	43	1	1	2	0	0	342.336655	C21H43NO2 H+ 
14	0	14	1	0	10	0	0	343.065976	C14H14O10 H+ 
19	0	18	1	0	6	0	0	343.117616	C19H18O6 H+ 
20	0	22	1	0	5	0	0	343.154001	C20H22O5 H+ 
22	0	30	1	0	3	0	0	343.226771	C22H30O3 H+ 
16	0	38	1	0	7	0	0	343.269031	C16H38O7 H+ 
21	0	42	1	0	3	0	0	343.320671	C21H42O3 H+ 
18	0	46	1	0	5	0	0	343.341801	C18H46O5 H+ 
18	0	33	1	1	5	0	0	344.24315	C18H33NO5 H+ 
15	0	37	1	1	7	0	0	344.26428	C15H37NO7 H+ 
17	0	45	1	1	5	0	0	344.33705	C17H45NO5 H+ 
21	0	45	1	1	2	0	0	344.352305	C21H45NO2 H+ 
16	0	8	1	0	9	0	0	345.024111	C16H8O9 H+ 
17	0	12	1	0	8	0	0	345.060496	C17H12O8 H+ 
18	0	16	1	0	7	0	0	345.096881	C18H16O7 H+ 
18	0	32	1	0	6	0	0	345.227166	C18H32O6 H+ 
19	0	36	1	0	5	0	0	345.263551	C19H36O5 H+ 
0	0	0	0	0	0	0	0	345.3520813	 
16	0	11	1	1	8	0	0	346.055745	C16H11NO8 H+ 
14	0	19	1	1	9	0	0	346.11326	C14H19NO9 H+ 
12	0	27	1	1	10	0	0	346.170775	C12H27NO10 H+ 
18	0	35	1	1	5	0	0	346.2588	C18H35NO5 H+ 
19	0	39	1	1	4	0	0	346.295185	C19H39NO4 H+ 
17	0	47	1	1	5	0	0	346.3527	C17H47NO5 H+ 
21	0	47	1	1	2	0	0	346.367955	C21H47NO2 H+ 
15	0	6	1	0	10	0	0	347.003376	C15H6O10 H+ 
16	0	10	1	0	9	0	0	347.039761	C16H10O9 H+ 
13	0	14	1	0	11	0	0	347.060891	C13H14O11 H+ 
21	0	14	1	0	5	0	0	347.091401	C21H14O5 H+ 
14	0	34	1	0	9	0	0	347.227561	C14H34O9 H+ 
19	0	38	1	0	5	0	0	347.279201	C19H38O5 H+ 
0	0	0	0	0	0	0	0	347.3651733	 
16	0	29	1	1	7	0	0	348.20168	C16H29NO7 H+ 
18	0	37	1	1	5	0	0	348.27445	C18H37NO5 H+ 
16	0	45	1	1	6	0	0	348.331965	C16H45NO6 H+ 
0	0	0	0	0	0	0	0	348.3692627	 
16	0	12	1	0	9	0	0	349.055411	C16H12O9 H+ 
13	0	16	1	0	11	0	0	349.076541	C13H16O11 H+ 
20	0	28	1	0	5	0	0	349.200951	C20H28O5 H+ 
18	0	36	1	0	6	0	0	349.258466	C18H36O6 H+ 
19	0	40	1	0	5	0	0	349.294851	C19H40O5 H+ 
0	0	0	0	0	0	0	0	349.3819885	 
16	0	15	1	1	8	0	0	350.087045	C16H15NO8 H+ 
20	0	31	1	1	4	0	0	350.232585	C20H31NO4 H+ 
18	0	39	1	1	5	0	0	350.2901	C18H39NO5 H+ 
0	0	0	0	0	0	0	0	350.3867188	 
16	0	14	1	0	9	0	0	351.071061	C16H14O9 H+ 
20	0	30	1	0	5	0	0	351.216601	C20H30O5 H+ 
21	0	34	1	0	4	0	0	351.252986	C21H34O4 H+ 
0	0	0	0	0	0	0	0	351.3005922	 
19	0	42	1	0	5	0	0	351.310501	C19H42O5 H+ 
21	0	50	1	0	3	0	0	351.383271	C21H50O3 H+ 
0	0	0	0	0	0	0	0	351.4023743	 
12	0	17	1	1	11	0	0	352.08744	C12H17NO11 H+ 
13	0	37	1	1	9	0	0	352.25411	C13H37NO9 H+ 
18	0	41	1	1	5	0	0	352.30575	C18H41NO5 H+ 
19	0	45	1	1	4	0	0	352.342135	C19H45NO4 H+ 
0	0	0	0	0	0	0	0	352.4061279	 
19	0	12	1	0	7	0	0	353.065581	C19H12O7 H+ 
16	0	32	1	0	8	0	0	353.216996	C16H32O8 H+ 
21	0	36	1	0	4	0	0	353.268636	C21H36O4 H+ 
0	0	0	0	0	0	0	0	353.3182678	 
20	0	48	1	0	4	0	0	353.362536	C20H48O4 H+ 
21	0	52	1	0	3	0	0	353.398921	C21H52O3 H+ 
19	0	15	1	1	6	0	0	354.097215	C19H15NO6 H+ 
15	0	31	1	1	8	0	0	354.212245	C15H31NO8 H+ 
18	0	43	1	1	5	0	0	354.3214	C18H43NO5 H+ 
20	0	51	1	1	3	0	0	354.39417	C20H51NO3 H+ 
0	0	0	0	0	0	0	0	355.0749207	 
16	0	34	1	0	8	0	0	355.232646	C16H34O8 H+ 
0	0	0	0	0	0	0	0	355.3374023	 
18	0	13	1	1	7	0	0	356.07648	C18H13NO7 H+ 
15	0	33	1	1	8	0	0	356.227895	C15H33NO8 H+ 
19	0	33	1	1	5	0	0	356.24315	C19H33NO5 H+ 
18	0	45	1	1	5	0	0	356.33705	C18H45NO5 H+ 
22	0	45	1	1	2	0	0	356.352305	C22H45NO2 H+ 
14	0	12	1	0	11	0	0	357.045241	C14H12O11 H+ 
19	0	32	1	0	6	0	0	357.227166	C19H32O6 H+ 
21	0	40	1	0	4	0	0	357.299936	C21H40O4 H+ 
0	0	0	0	0	0	0	0	357.3486633	 
17	0	11	1	1	8	0	0	358.055745	C17H11NO8 H+ 
22	0	15	1	1	4	0	0	358.107385	C22H15NO4 H+ 
19	0	35	1	1	5	0	0	358.2588	C19H35NO5 H+ 
18	0	47	1	1	5	0	0	358.3527	C18H47NO5 H+ 
22	0	47	1	1	2	0	0	358.367955	C22H47NO2 H+ 
17	0	10	1	0	9	0	0	359.039761	C17H10O9 H+ 
22	0	30	1	0	4	0	0	359.221686	C22H30O4 H+ 
20	0	38	1	0	5	0	0	359.279201	C20H38O5 H+ 
0	0	0	0	0	0	0	0	359.3642883	 
18	0	17	1	1	7	0	0	360.10778	C18H17NO7 H+ 
19	0	37	1	1	5	0	0	360.27445	C19H37NO5 H+ 
18	0	49	1	1	5	0	0	360.36835	C18H49NO5 H+ 
16	0	8	1	0	10	0	0	361.019026	C16H8O10 H+ 
21	0	12	1	0	6	0	0	361.070666	C21H12O6 H+ 
18	0	16	1	0	8	0	0	361.091796	C18H16O8 H+ 
18	0	32	1	0	7	0	0	361.222081	C18H32O7 H+ 
16	0	40	1	0	8	0	0	361.279596	C16H40O8 H+ 
20	0	40	1	0	5	0	0	361.294851	C20H40O5 H+ 
21	0	44	1	0	4	0	0	361.331236	C21H44O4 H+ 
0	0	0	0	0	0	0	0	361.3826599	 
13	0	15	1	1	11	0	0	362.07179	C13H15NO11 H+ 
13	0	31	1	1	10	0	0	362.202075	C13H31NO10 H+ 
17	0	31	1	1	7	0	0	362.21733	C17H31NO7 H+ 
19	0	39	1	1	5	0	0	362.2901	C19H39NO5 H+ 
16	0	43	1	1	7	0	0	362.31123	C16H43NO7 H+ 
0	0	0	0	0	0	0	0	362.3859558	 
20	0	10	1	0	7	0	0	363.049931	C20H10O7 H+ 
21	0	14	1	0	6	0	0	363.086316	C21H14O6 H+ 
16	0	26	1	0	9	0	0	363.164961	C16H26O9 H+ 
20	0	26	1	0	6	0	0	363.180216	C20H26O6 H+ 
16	0	42	1	0	8	0	0	363.295246	C16H42O8 H+ 
20	0	42	1	0	5	0	0	363.310501	C20H42O5 H+ 
0	0	0	0	0	0	0	0	363.3983459	 
12	0	13	1	1	12	0	0	364.051055	C12H13NO12 H+ 
19	0	25	1	1	6	0	0	364.175465	C19H25NO6 H+ 
21	0	33	1	1	4	0	0	364.248235	C21H33NO4 H+ 
19	0	41	1	1	5	0	0	364.30575	C19H41NO5 H+ 
16	0	45	1	1	7	0	0	364.32688	C16H45NO7 H+ 
0	0	0	0	0	0	0	0	364.4017944	 
0	0	0	0	0	0	0	0	365.3218212	 
0	0	0	0	0	0	0	0	365.412325	 
12	0	15	1	1	12	0	0	366.066705	C12H15NO12 H+ 
21	0	19	1	1	5	0	0	366.1336	C21H19NO5 H+ 
16	0	31	1	1	8	0	0	366.212245	C16H31NO8 H+ 
0	0	0	0	0	0	0	0	366.3270569	 
0	0	0	0	0	0	0	0	366.4171826	 
15	0	10	1	0	11	0	0	367.029591	C15H10O11 H+ 
16	0	14	1	0	10	0	0	367.065976	C16H14O10 H+ 
17	0	34	1	0	8	0	0	367.232646	C17H34O8 H+ 
19	0	42	1	0	6	0	0	367.305416	C19H42O6 H+ 
20	0	46	1	0	5	0	0	367.341801	C20H46O5 H+ 
22	0	54	1	0	3	0	0	367.414571	C22H54O3 H+ 
20	0	17	1	1	6	0	0	368.112865	C20H17NO6 H+ 
16	0	33	1	1	8	0	0	368.227895	C16H33NO8 H+ 
19	0	45	1	1	5	0	0	368.33705	C19H45NO5 H+ 
20	0	49	1	1	4	0	0	368.373435	C20H49NO4 H+ 
18	0	8	1	0	9	0	0	369.024111	C18H8O9 H+ 
17	0	36	1	0	8	0	0	369.248296	C17H36O8 H+ 
20	0	48	1	0	5	0	0	369.357451	C20H48O5 H+ 
21	0	52	1	0	4	0	0	369.393836	C21H52O4 H+ 
16	0	19	1	1	9	0	0	370.11326	C16H19NO9 H+ 
16	0	35	1	1	8	0	0	370.243545	C16H35NO8 H+ 
21	0	39	1	1	4	0	0	370.295185	C21H39NO4 H+ 
19	0	47	1	1	5	0	0	370.3527	C19H47NO5 H+ 
20	0	51	1	1	4	0	0	370.389085	C20H51NO4 H+ 
0	0	0	0	0	0	0	0	371.1019287	 
22	0	42	1	0	4	0	0	371.315586	C22H42O4 H+ 
0	0	0	0	0	0	0	0	371.3668686	 
0	0	0	0	0	0	0	0	372.1025696	 
19	0	49	1	1	5	0	0	372.36835	C19H49NO5 H+ 
0	0	0	0	0	0	0	0	373.098175	 
16	0	36	1	0	9	0	0	373.243211	C16H36O9 H+ 
21	0	40	1	0	5	0	0	373.294851	C21H40O5 H+ 
0	0	0	0	0	0	0	0	373.3835449	 
0	0	0	0	0	0	0	0	374.0980835	 
19	0	35	1	1	6	0	0	374.253715	C19H35NO6 H+ 
21	0	43	1	1	4	0	0	374.326485	C21H43NO4 H+ 
19	0	51	1	1	5	0	0	374.384	C19H51NO5 H+ 
15	0	18	1	0	11	0	0	375.092191	C15H18O11 H+ 
18	0	30	1	0	8	0	0	375.201346	C18H30O8 H+ 
21	0	42	1	0	5	0	0	375.310501	C21H42O5 H+ 
0	0	0	0	0	0	0	0	375.397583	 
14	0	17	1	1	11	0	0	376.08744	C14H17NO11 H+ 
17	0	29	1	1	8	0	0	376.196595	C17H29NO8 H+ 
20	0	41	1	1	5	0	0	376.30575	C20H41NO5 H+ 
19	0	53	1	1	5	0	0	376.39965	C19H53NO5 H+ 
18	0	16	1	0	9	0	0	377.086711	C18H16O9 H+ 
19	0	36	1	0	7	0	0	377.253381	C19H36O7 H+ 
0	0	0	0	0	0	0	0	377.3211503	 
0	0	0	0	0	0	0	0	377.4142456	 
17	0	15	1	1	9	0	0	378.08196	C17H15NO9 H+ 
20	0	43	1	1	5	0	0	378.3214	C20H43NO5 H+ 
0	0	0	0	0	0	0	0	378.418457	 
21	0	14	1	0	7	0	0	379.081231	C21H14O7 H+ 
18	0	34	1	0	8	0	0	379.232646	C18H34O8 H+ 
0	0	0	0	0	0	0	0	379.3364563	 
0	0	0	0	0	0	0	0	379.4291077	 
0	0	0	0	0	0	0	0	380.1979675	 
20	0	45	1	1	5	0	0	380.33705	C20H45NO5 H+ 
0	0	0	0	0	0	0	0	380.3797631	 
0	0	0	0	0	0	0	0	380.4335022	 
16	0	12	1	0	11	0	0	381.045241	C16H12O11 H+ 
0	0	0	0	0	0	0	0	381.2574768	 
21	0	48	1	0	5	0	0	381.357451	C21H48O5 H+ 
17	0	19	1	1	9	0	0	382.11326	C17H19NO9 H+ 
14	0	39	1	1	10	0	0	382.264675	C14H39NO10 H+ 
20	0	47	1	1	5	0	0	382.3527	C20H47NO5 H+ 
22	0	55	1	1	3	0	0	382.42547	C22H55NO3 H+ 
0	0	0	0	0	0	0	0	383.0349121	 
18	0	38	1	0	8	0	0	383.263946	C18H38O8 H+ 
0	0	0	0	0	0	0	0	383.3698425	 
22	0	9	1	1	6	0	0	384.050265	C22H9NO6 H+ 
13	0	21	1	1	12	0	0	384.113655	C13H21NO12 H+ 
21	0	37	1	1	5	0	0	384.27445	C21H37NO5 H+ 
20	0	49	1	1	5	0	0	384.36835	C20H49NO5 H+ 
0	0	0	0	0	0	0	0	384.3872173	 
0	0	0	0	0	0	0	0	385.0287476	 
18	0	24	1	0	9	0	0	385.149311	C18H24O9 H+ 
20	0	32	1	0	7	0	0	385.222081	C20H32O7 H+ 
22	0	40	1	0	5	0	0	385.294851	C22H40O5 H+ 
0	0	0	0	0	0	0	0	385.382782	 
18	0	11	1	1	9	0	0	386.05066	C18H11NO9 H+ 
0	0	0	0	0	0	0	0	386.1533813	 
17	0	39	1	1	8	0	0	386.274845	C17H39NO8 H+ 
20	0	51	1	1	5	0	0	386.384	C20H51NO5 H+ 
0	0	0	0	0	0	0	0	387.0260925	 
16	0	18	1	0	11	0	0	387.092191	C16H18O11 H+ 
0	0	0	0	0	0	0	0	387.13974	 
17	0	38	1	0	9	0	0	387.258861	C17H38O9 H+ 
0	0	0	0	0	0	0	0	387.3135681	 
0	0	0	0	0	0	0	0	387.3952332	 
0	0	0	0	0	0	0	0	388.1305847	 
21	0	41	1	1	5	0	0	388.30575	C21H41NO5 H+ 
22	0	45	1	1	4	0	0	388.342135	C22H45NO4 H+ 
20	0	53	1	1	5	0	0	388.39965	C20H53NO5 H+ 
14	0	12	1	0	13	0	0	389.035071	C14H12O13 H+ 
0	0	0	0	0	0	0	0	389.1205972	 
0	0	0	0	0	0	0	0	389.2639465	 
0	0	0	0	0	0	0	0	389.3195496	 
0	0	0	0	0	0	0	0	389.4142761	 
0	0	0	0	0	0	0	0	390.1203528	 
16	0	39	1	1	9	0	0	390.26976	C16H39NO9 H+ 
21	0	43	1	1	5	0	0	390.3214	C21H43NO5 H+ 
19	0	51	1	1	6	0	0	390.378915	C19H51NO6 H+ 
20	0	55	1	1	5	0	0	390.4153	C20H55NO5 H+ 
0	0	0	0	0	0	0	0	391.2846985	 
0	0	0	0	0	0	0	0	391.4281921	 
0	0	0	0	0	0	0	0	392.2896423	 
18	0	49	1	1	7	0	0	392.35818	C18H49NO7 H+ 
0	0	0	0	0	0	0	0	392.4354858	 
0	0	0	0	0	0	0	0	393.0232239	 
22	0	16	1	0	7	0	0	393.096881	C22H16O7 H+ 
0	0	0	0	0	0	0	0	393.2903748	 
0	0	0	0	0	0	0	0	393.3517151	 
0	0	0	0	0	0	0	0	393.4424744	 
0	0	0	0	0	0	0	0	394.3577881	 
0	0	0	0	0	0	0	0	394.4463806	 
22	0	50	1	0	5	0	0	395.373101	C22H50O5 H+ 
14	0	21	1	1	12	0	0	396.113655	C14H21NO12 H+ 
21	0	49	1	1	5	0	0	396.36835	C21H49NO5 H+ 
19	0	40	1	0	8	0	0	397.279596	C19H40O8 H+ 
22	0	52	1	0	5	0	0	397.388751	C22H52O5 H+ 
22	0	39	1	1	5	0	0	398.2901	C22H39NO5 H+ 
21	0	51	1	1	5	0	0	398.384	C21H51NO5 H+ 
0	0	0	0	0	0	0	0	399.0387573	 
20	0	30	1	0	8	0	0	399.201346	C20H30O8 H+ 
19	0	42	1	0	8	0	0	399.295246	C19H42O8 H+ 
0	0	0	0	0	0	0	0	399.3983154	 
21	0	53	1	1	5	0	0	400.39965	C21H53NO5 H+ 
0	0	0	0	0	0	0	0	401.0065002	 
0	0	0	0	0	0	0	0	401.0568848	 
19	0	28	1	0	9	0	0	401.180611	C19H28O9 H+ 
0	0	0	0	0	0	0	0	401.2724609	 
0	0	0	0	0	0	0	0	401.324707	 
0	0	0	0	0	0	0	0	401.4137573	 
21	0	55	1	1	5	0	0	402.4153	C21H55NO5 H+ 
20	0	34	1	0	8	0	0	403.232646	C20H34O8 H+ 
0	0	0	0	0	0	0	0	403.3390503	 
0	0	0	0	0	0	0	0	403.427887	 
22	0	13	1	1	7	0	0	404.07648	C22H13NO7 H+ 
17	0	25	1	1	10	0	0	404.155125	C17H25NO10 H+ 
22	0	45	1	1	5	0	0	404.33705	C22H45NO5 H+ 
21	0	57	1	1	5	0	0	404.43095	C21H57NO5 H+ 
17	0	40	1	0	10	0	0	405.269426	C17H40O10 H+ 
0	0	0	0	0	0	0	0	405.3521423	 
0	0	0	0	0	0	0	0	405.4407043	 
0	0	0	0	0	0	0	0	406.2774048	 
0	0	0	0	0	0	0	0	406.3551025	 
0	0	0	0	0	0	0	0	406.4429626	 
17	0	42	1	0	10	0	0	407.285076	C17H42O10 H+ 
0	0	0	0	0	0	0	0	407.3664246	 
0	0	0	0	0	0	0	0	407.4579773	 
0	0	0	0	0	0	0	0	408.3089905	 
22	0	49	1	1	5	0	0	408.36835	C22H49NO5 H+ 
0	0	0	0	0	0	0	0	408.4611511	 
0	0	0	0	0	0	0	0	409.3832397	 
22	0	51	1	1	5	0	0	410.384	C22H51NO5 H+ 
0	0	0	0	0	0	0	0	411.3983459	 
22	0	53	1	1	5	0	0	412.39965	C22H53NO5 H+ 
0	0	0	0	0	0	0	0	413.4094543	 
22	0	55	1	1	5	0	0	414.4153	C22H55NO5 H+ 
0	0	0	0	0	0	0	0	415.2793579	 
0	0	0	0	0	0	0	0	415.3434753	 
0	0	0	0	0	0	0	0	415.4280701	 
22	0	57	1	1	5	0	0	416.43095	C22H57NO5 H+ 
0	0	0	0	0	0	0	0	416.992218	 
0	0	0	0	0	0	0	0	417.0857544	 
20	0	32	1	0	9	0	0	417.211911	C20H32O9 H+ 
0	0	0	0	0	0	0	0	417.2997437	 
0	0	0	0	0	0	0	0	417.3521118	 
0	0	0	0	0	0	0	0	417.3877563	 
0	0	0	0	0	0	0	0	417.4415588	 
0	0	0	0	0	0	0	0	419.3175049	 
0	0	0	0	0	0	0	0	419.4561462	 
0	0	0	0	0	0	0	0	432.8860474	 
0	0	0	0	0	0	0	0	433.0573425	 
19	0	28	1	0	11	0	0	433.170441	C19H28O11 H+ 
0	0	0	0	0	0	0	0	433.333252	 
0	0	0	0	0	0	0	0	433.4696655	 
19	0	26	1	0	13	0	0	463.144621	C19H26O13 H+ 
19	0	16	1	0	14	0	0	469.061286	C19H16O14 H+ 
17	0	24	1	0	15	0	0	469.118801	C17H24O15 H+ 
22	0	28	1	0	11	0	0	469.170441	C22H28O11 H+ 
20	0	30	1	0	16	0	0	527.160666	C20H30O16 H+ 
20	0	30	1	0	18	0	0	559.150496	C20H30O18 H+ 
